model,trial,truth_sine_covariance,rb_normalized_estimate,ramsey_estimate
rtn,124,0.38330514232627905,0.37465757835568403,0.3858459953248031
rtn,125,0.38330514232627905,0.38705612543061024,0.3708678718626969
rtn,126,0.38330514232627905,0.4303439883735236,0.36884458046259844
rtn,127,0.38330514232627905,0.3055583323080709,0.3767531988188976
rtn,128,0.38330514232627905,0.373898483636811,0.4168979915108268
rtn,129,0.38330514232627905,0.3198124442513533,0.38716666154035434
rtn,130,0.38330514232627905,0.3673931932824803,0.33757920152559057
rtn,131,0.38330514232627905,0.4305818813053642,0.4123150682824803
rtn,132,0.38330514232627905,0.48075782595656985,0.40137391578494097
rtn,133,0.38330514232627905,0.38460799089566927,0.3776413324311024
rtn,134,0.38330514232627905,0.31627865288201285,0.3802259550319882
rtn,135,0.38330514232627905,0.2574823334461122,0.3983779066190945
rtn,136,0.38330514232627905,0.3895756278451033,0.3685158556840551
rtn,137,0.38330514232627905,0.4437243844580463,0.37421567421259844
rtn,138,0.38330514232627905,0.26205204040046753,0.4016641932209646
rtn,139,0.38330514232627905,0.39873883104699803,0.3611368494709646
rtn,140,0.38330514232627905,0.3830487108606053,0.35703355684055116
rtn,141,0.38330514232627905,0.31627432755597934,0.3913093626968504
rtn,142,0.38330514232627905,0.39749313714936024,0.3557936300442913
rtn,143,0.38330514232627905,0.441650390625,0.381352462167815
rtn,144,0.38330514232627905,0.4126036636472687,0.44530384934793305
rtn,145,0.38330514232627905,0.36956450695127957,0.35220841535433073
rtn,146,0.38330514232627905,0.4171582319605069,0.3494180994709646
rtn,147,0.38330514232627905,0.326261505367249,0.37864673043799213
rtn,148,0.38330514232627905,0.5215283491480069,0.44739826833169294
rtn,149,0.38330514232627905,0.37716194212906,0.34185358483021655
rtn,150,0.38330514232627905,0.4950097752368356,0.42237866018700787
rtn,151,0.38330514232627905,0.5844899575541338,0.3975695512426181
rtn,152,0.38330514232627905,0.4757296344426673,0.42146169106791337
rtn,153,0.38330514232627905,0.3084498127614419,0.36448272945374016
rtn,154,0.38330514232627905,0.38849645899975394,0.3837054395300197
rtn,155,0.38330514232627905,0.46933896522822344,0.385009765625
rtn,156,0.38330514232627905,0.3975709930179626,0.42589563084399606
rtn,157,0.38330514232627905,0.39462544598917326,0.36383681409940943
rtn,158,0.38330514232627905,0.36570199080339566,0.38909287340059057
rtn,159,0.38330514232627905,0.29199843519315943,0.3751730130413386
rtn,160,0.38330514232627905,0.32458111620324803,0.3971437469242126
rtn,161,0.38330514232627905,0.45731023352915845,0.39119209830216534
rtn,162,0.38330514232627905,0.286905363788755,0.34881159264271655
rtn,163,0.38330514232627905,0.493253692867249,0.4325921967273622
rtn,164,0.38330514232627905,0.3215771772730069,0.4139135165477362
rtn,165,0.38330514232627905,0.38580178088090555,0.33379694420521655
rtn,166,0.38330514232627905,0.37813946581262303,0.39290877214566927
rtn,167,0.38330514232627905,0.38289732444943403,0.3629015824926181
rtn,168,0.38330514232627905,0.3953131728284941,0.3775029219980315
rtn,169,0.38330514232627905,0.3675835076279527,0.39638248954232286
